id	source	Description	rnaseq_gene_count_Phum_OR502AA_2dpi	rnaseq_gene_count_Phum_OR502AA_3dpi	rnaseq_gene_count_Phum_OR502AA_4dpi
Phum-OR502AA_032_000098.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000097.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000096.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000095.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000094.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000093.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000092.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000091.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000090.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000089.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000088.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000087.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000086.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000085.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	1
Phum-OR502AA_032_000084.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000083.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000082.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000081.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000080.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000079.1	unannotated	Hypothetical protein of unknown function	0	0	0
Phum-OR502AA_032_000078.1	unannotated	Hypothetical protein of unknown function	0	0	0
Phum-OR502AA_032_000077.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000076.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000075.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000074.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000073.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000072.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000071.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000070.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000069.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000068.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000067.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000066.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000065.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000064.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000063.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000062.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000061.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000060.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000059.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000058.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000057.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000056.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000055.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000054.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000053.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000052.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000051.1	unannotated	Hypothetical protein of unknown function	0	0	0
Phum-OR502AA_032_000050.1	blastp	Homology to Peronospora effusa predicted protein CAI5702028.1	0	168.641	154.67
Phum-OR502AA_032_000049.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	11	2
Phum-OR502AA_032_000048.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000013.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000014.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	1
Phum-OR502AA_032_000015.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000016.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	1	1
Phum-OR502AA_032_000017.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	5	0
Phum-OR502AA_032_000018.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000047.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000046.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000045.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000044.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000043.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000042.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000041.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000040.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000039.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000038.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000037.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	3	0
Phum-OR502AA_032_000036.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000035.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000034.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000033.1	blastp	Homology to Peronospora farinosa predicted protein CAI5707325.1	0	0	0
Phum-OR502AA_032_000032.1	blastp	Homology to Peronospora effusa predicted protein CAI5702028.1	0	0	0
Phum-OR502AA_032_000019.1	blastp	Homology to Peronospora effusa predicted protein CAI5702028.1	0	1.369	3.449
Phum-OR502AA_032_000031.1	blastp	Homology to Peronospora effusa predicted protein CAI5702028.1	0	0	0
Phum-OR502AA_032_000020.1	blastp	Homology to Peronospora effusa predicted protein CAI5702028.1	0	0	0
Phum-OR502AA_032_000030.1	blastp	Homology to Peronospora effusa predicted protein CAI5702028.1	0	0	4.17
Phum-OR502AA_032_000021.1	blastp	Homology to Peronospora effusa predicted protein CAI5702028.1	0	10.468	1.523
Phum-OR502AA_032_000029.1	blastp	Homology to Peronospora effusa predicted protein CAI5702028.1	0	6.443	4.188
Phum-OR502AA_032_000022.1	blastp	Homology to Peronospora effusa predicted protein CAI5702028.1	0	6.078	0
Phum-OR502AA_032_000028.1	interproscan	PTHR31954 domain-containing protein	0	35	33
Phum-OR502AA_032_000027.1	eggnog	Glycosyltransferase (GlcNAc)	225	401	540
Phum-OR502AA_032_000023.1	eggnog	Phenolic acid decarboxylase (PAD)	254	287	318
Phum-OR502AA_032_000026.1	eggnog	Ankyrin repeats (3 copies)	275	268	386
Phum-OR502AA_032_000024.1	eggnog	Thioredoxin	141	298	410
Phum-OR502AA_032_000025.1	eggnog	Alpha-kinase family	75	265	441
Phum-OR502AA_033_000001.1	eggnog	Nucleosome assembly protein (NAP)	2193	2404	3416
Phum-OR502AA_033_000002.1	eggnog	peptidyl-threonine phosphorylation	0	6	10
Phum-OR502AA_033_000003.1	eggnog	Pc21g00130 protein. Source PGD	0	0	0
Phum-OR502AA_033_000004.1	unannotated	Hypothetical protein of unknown function	0	0	0
Phum-OR502AA_033_000005.1	eggnog	Nuclear pore complex protein	1439	1917	2809
Phum-OR502AA_033_000064.1	eggnog	RNA cap guanine-N2 methyltransferase	122	267	379
Phum-OR502AA_033_000006.1	eggnog	Sugar (and other) transporter	65	208	255
Phum-OR502AA_033_000063.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7391653.1	71	166	242
Phum-OR502AA_033_000007.1	eggnog	Protein phosphatase 2A regulatory B subunit (B56 family)	835	1195	1737
Phum-OR502AA_033_000008.1	eggnog	domain-containing protein	224	385	471
Phum-OR502AA_033_000062.1	eggnog	HAD-hyrolase-like	504	558	1170
Phum-OR502AA_033_000009.1	blastp	Homology to Peronospora destructor predicted protein CAI5720995.1	11	9	22
Phum-OR502AA_033_000010.1	eggnog	Fumble	249	350	594
Phum-OR502AA_033_000061.1	interproscan	PTHR11229 domain-containing protein	981	639	974
Phum-OR502AA_033_000011.1	eggnog	Sorting nexin C terminal	544	572	907
Phum-OR502AA_033_000060.1	blastp	Homology to Peronospora effusa predicted protein RMX70259.1	116	119	196
Phum-OR502AA_033_000012.1	interproscan	PTHR33946 domain-containing protein	3403	3777	5084
Phum-OR502AA_033_000059.1	eggnog	Ion transport protein	31	121	138
Phum-OR502AA_033_000058.1	eggnog	domain-containing protein	62	93	188
Phum-OR502AA_033_000013.1	eggnog	PAP2 superfamily C-terminal	271	330	650
Phum-OR502AA_033_000014.1	blastp	Homology to Peronospora farinosa predicted protein CAH0485138.1	251	523	686
Phum-OR502AA_033_000015.1	eggnog	heat shock factor	2	298	509
Phum-OR502AA_033_000057.1	blastp	Homology to Peronospora destructor predicted protein CAI5745832.1	282	242	389
Phum-OR502AA_033_000016.1	blastp	Homology to Peronospora effusa predicted protein RMX70247.1	4	4	7
Phum-OR502AA_033_000056.1	blastp	Homology to Hyaloperonospora brassicae predicted protein CAI5708667.1	100	82	125
Phum-OR502AA_033_000055.1	eggnog	Ribosomal S3Ae family	25528	25958	37148
Phum-OR502AA_033_000017.1	eggnog	ankyrin repeats	263	369	572
Phum-OR502AA_033_000054.1	eggnog	CLASP N terminal	184	224	399
Phum-OR502AA_033_000018.1	eggnog	Leucine Rich repeat	180	331	506
Phum-OR502AA_033_000019.1	eggnog	domain-containing protein	2461	3328	4739
Phum-OR502AA_033_000020.1	eggnog	domain-containing protein	394	890	2071
Phum-OR502AA_033_000053.1	eggnog	OST3 / OST6 family, transporter family	132	178	211
Phum-OR502AA_033_000052.1	blastp	Homology to Peronospora farinosa predicted protein CAH0485120.1	54	57	101
Phum-OR502AA_033_000051.1	blastp	Homology to Peronospora farinosa predicted protein CAH0485122.1	107	87	129
Phum-OR502AA_033_000021.1	blastp	Homology to Peronospora destructor predicted protein CAI5742686.1	0	17	59
Phum-OR502AA_033_000050.1	eggnog	Thioredoxin (txl1)	9	42	52
Phum-OR502AA_033_000049.1	eggnog	cell redox homeostasis	766	586	423
Phum-OR502AA_033_000048.1	eggnog	Radial spoke protein 3	15	168	131
Phum-OR502AA_033_000047.1	eggnog	Calpain-like thiol protease family	0	0	2
Phum-OR502AA_033_000022.1	eggnog	domain-containing protein	266	467	754
Phum-OR502AA_033_000023.1	unannotated	Hypothetical protein of unknown function	0	0	0
Phum-OR502AA_033_000046.1	eggnog	assists the folding of proteins upon ATP hydrolysis	2806	3599	4515
Phum-OR502AA_033_000024.1	eggnog	TKL protein kinase	203	321	544
Phum-OR502AA_033_000025.1	eggnog	TKL protein kinase	21	235	283
Phum-OR502AA_033_000026.1	eggnog	TKL protein kinase	2	0	5
Phum-OR502AA_033_000045.1	unannotated	Hypothetical protein of unknown function	0	0	1
Phum-OR502AA_033_000044.1	eggnog	Elicitin	3095	4004	8892
Phum-OR502AA_033_000043.1	eggnog	Ankyrin repeats (many copies)	8	27	40
Phum-OR502AA_033_000027.1	eggnog	Ankyrin repeats (many copies)	442	568	772
Phum-OR502AA_033_000028.1	eggnog	AAA domain (dynein-related subfamily)	5	28	38
Phum-OR502AA_033_000042.1	eggnog	domain-containing protein	19763	26892	33248
Phum-OR502AA_033_000041.1	interproscan	SSF47473 domain-containing protein	383	390	548
Phum-OR502AA_033_000029.1	eggnog	domain-containing protein	98	100	168
Phum-OR502AA_033_000040.1	eggnog	CybS, succinate dehydrogenase cytochrome B small subunit	314	328	560
Phum-OR502AA_033_000030.1	interproscan	PTHR22872 domain-containing protein	37	138	248
Phum-OR502AA_033_000031.1	unannotated	Hypothetical protein of unknown function	2	1	5
Phum-OR502AA_033_000039.1	eggnog	domain-containing protein	115	220	328
Phum-OR502AA_033_000032.1	eggnog	1-phosphatidylinositol-3-phosphate 5-kinase activity	14	102	134
Phum-OR502AA_033_000033.1	blastp	Homology to Peronospora effusa predicted protein CAI5705866.1	69	228	452
Phum-OR502AA_033_000038.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2760799.1	168	355	419
Phum-OR502AA_033_000037.1	eggnog	domain-containing protein	615	1181	1949
Phum-OR502AA_033_000036.1	eggnog	Probable N6-adenine methyltransferase	245	209	359
Phum-OR502AA_033_000035.1	eggnog	Probable N6-adenine methyltransferase	187	189	263
Phum-OR502AA_033_000034.1	unannotated	Hypothetical protein of unknown function	0	0	0
Phum-OR502AA_034_000003.1	eggnog	Crinkler (CRN) family protein	115.254	203.421	334.24
Phum-OR502AA_034_000002.1	unannotated	Hypothetical protein of unknown function	0	0	0
Phum-OR502AA_034_000001.1	eggnog	Crinkler (CRN) family protein	70.746	135.579	189.76
Phum-OR502AA_036_000001.1	eggnog	Rab subfamily of small GTPases	15	106	132
Phum-OR502AA_036_000075.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2768253.1	9	11	30
Phum-OR502AA_036_000002.1	eggnog	Domain in Tre-2, BUB2p, and Cdc16p	90	142	191
Phum-OR502AA_036_000074.1	eggnog	IMP-specific 5'-nucleotidase	292	1170	1316
Phum-OR502AA_036_000003.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1	53.141	357.358	536.388
Phum-OR502AA_036_000073.1	eggnog	domain-containing protein	424.415	1035.195	1311.702
Phum-OR502AA_036_000004.1	eggnog	60Kd inner membrane protein	170	231	391
Phum-OR502AA_036_000005.1	eggnog	Putative serine esterase (DUF676)	366	573	786
Phum-OR502AA_036_000072.1	eggnog	sperm axoneme assembly	17	81	68
Phum-OR502AA_036_000006.1	eggnog	domain-containing protein	509.585	910.805	1266.298
Phum-OR502AA_036_000071.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1	10.859	170.642	215.612
Phum-OR502AA_036_000070.1	eggnog	domain-containing protein	15.991	80.34	148.694
Phum-OR502AA_036_000069.1	eggnog	domain-containing protein	0	0	13.236
Phum-OR502AA_036_000068.1	eggnog	PhoX homologous domain, present in p47phox and p40phox	64.224	388.341	657.916
Phum-OR502AA_036_000067.1	eggnog	domain-containing protein	1	30	53
Phum-OR502AA_036_000007.1	eggnog	Ribosomal_L31e	11563	11035	15674
Phum-OR502AA_036_000066.1	eggnog	domain-containing protein	4011	5271	6570
Phum-OR502AA_036_000065.1	eggnog	Cyclin_C	392	549	796
Phum-OR502AA_036_000064.1	eggnog	Adenylate cyclase associated (CAP) C terminal	29	166	194
Phum-OR502AA_036_000008.1	unannotated	Hypothetical protein of unknown function	0	0	2
Phum-OR502AA_036_000009.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1	429	1110	1217
Phum-OR502AA_036_000010.1	eggnog	PhoX homologous domain, present in p47phox and p40phox	505.776	1057.659	1593.084
Phum-OR502AA_036_000011.1	eggnog	domain-containing protein	16	39	46.764
Phum-OR502AA_036_000012.1	eggnog	domain-containing protein	41.009	140.66	257.306
Phum-OR502AA_036_000013.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0522371.1	583	788	1088
Phum-OR502AA_036_000014.1	eggnog	domain-containing protein	279	629	981
Phum-OR502AA_036_000015.1	eggnog	Component of the coenzyme Q biosynthetic pathway	108	163	182
Phum-OR502AA_036_000016.1	unannotated	Hypothetical protein of unknown function	332	516	692
Phum-OR502AA_036_000017.1	eggnog	Ferrous iron transport protein B	309	261	349
Phum-OR502AA_036_000063.1	blastp	Homology to Phytophthora nicotianae predicted protein KUF80866.1	1219	2803	4229
Phum-OR502AA_036_000062.1	unannotated	Hypothetical protein of unknown function	276	348	473
Phum-OR502AA_036_000018.1	eggnog	Putative GTP-ase activating proteins for the small GTPase, ARF	136	248	404
Phum-OR502AA_036_000061.1	interproscan	SSF54427 domain-containing protein	633	1362	1965
Phum-OR502AA_036_000019.1	eggnog	domain-containing protein	34	71	95
Phum-OR502AA_036_000060.1	interproscan	PTHR12771 domain-containing protein	66	805	725
Phum-OR502AA_036_000059.1	eggnog	Glutaredoxin	177	272	357
Phum-OR502AA_036_000020.1	eggnog	domain-containing protein	940	1163	1754
Phum-OR502AA_036_000021.1	eggnog	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family	1044	1494	2292
Phum-OR502AA_036_000058.1	eggnog	domain-containing protein	100	74	53
Phum-OR502AA_036_000057.1	eggnog	Protein tyrosine kinase	134	258	377
Phum-OR502AA_036_000056.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2764553.1	11	121	124
Phum-OR502AA_036_000022.1	eggnog	Cys/Met metabolism PLP-dependent enzyme	1214	1971	3392
Phum-OR502AA_036_000055.1	eggnog	Tubulin-tyrosine ligase family	3	96	123
Phum-OR502AA_036_000054.1	eggnog	Aluminium induced protein	1451	1982	2517
Phum-OR502AA_036_000023.1	eggnog	Sphingolipid Delta4-desaturase (DES)	448	1911	2098
Phum-OR502AA_036_000053.1	eggnog	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	1629	2407	3381
Phum-OR502AA_036_000024.1	eggnog	domain-containing protein	247	1076	907
Phum-OR502AA_036_000025.1	interproscan	PTHR22796 domain-containing protein	2	2	3
Phum-OR502AA_036_000026.1	interproscan	PTHR22796 domain-containing protein	10.24	0	0
Phum-OR502AA_036_000027.1	interproscan	PTHR22796 domain-containing protein	0	22	0
Phum-OR502AA_036_000028.1	eggnog	GDA1/CD39 (nucleoside phosphatase) family	0	0	0
Phum-OR502AA_036_000029.1	interproscan	PTHR22796 domain-containing protein	4.76	0	21
Phum-OR502AA_036_000052.1	eggnog	GDA1/CD39 (nucleoside phosphatase) family	263	345	356
Phum-OR502AA_036_000030.1	interproscan	G3DSA:3.40.50.2000 domain-containing protein	109	222	312
Phum-OR502AA_036_000051.1	eggnog	domain-containing protein	57	1039	652
Phum-OR502AA_036_000050.1	eggnog	domain-containing protein	198	392	641
Phum-OR502AA_036_000049.1	blastp	Homology to Peronospora farinosa predicted protein CAH0486217.1	183	452	676
